sample_id,x_measured_BaP_ngg,x_measured_SumDDTs_ngg,x_measured_SumHCHs_ngg,x_measured_SumPBDE_ngg,x_measured_SumPCB_ngg,x_measured_Sum_PAH_ngg,source_id,paper_id,site_name,land_use,province,n_hm_obs,n_op_obs,hm_elements,op_families,matrix_flag,evidence_level,readiness,qa_flag,site_type
P09817_s8_Nam_Co_2013.08.03,,,5.4,,4.9,,P09817,P09817,Nam Co 2013.08.03,other,,0,2,,"OCPs,PCBs",soil,A_sample_table,op_only_ready,,other
P09817_s9_Lulang_2015.01.23,,2.1,10.1,,20.5,,P09817,P09817,Lulang 2015.01.23,other,,0,3,,"OCPs,PCBs",soil,A_sample_table,op_only_ready,,other
P09817_s9_Nam_Co,,,14.6,,20.9,,P09817,P09817,Nam Co,other,,0,2,,"OCPs,PCBs",soil,A_sample_table,op_only_ready,,other
P09817_s9_Nam_Co_2012.12.03,,7.3,6.0,,5.8,,P09817,P09817,Nam Co 2012.12.03,other,,0,3,,"OCPs,PCBs",soil,A_sample_table,op_only_ready,,other
P09817_s9_PUF_for_SFS_SFS_field_bla,,,,,28.0,,P09817,P09817,PUF for SFS SFS field blank 1,other,,0,1,,PCBs,soil,A_sample_table,op_only_ready,,other
P09823_s2_Guangzhou,44.0,,,,,,P09823,P09823,Guangzhou,other,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,other
P09823_s3_Foshan,72.55,,,,,,P09823,P09823,Foshan,other,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,other
P09823_s4_Huizhou,21.2,,,,,,P09823,P09823,Huizhou,other,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,other
P09823_s5_Shaoguan,53.52,,,,,,P09823,P09823,Shaoguan,other,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,other
P09823_s6_Pearl_River_Delta,15.0,,,,,,P09823,P09823,Pearl River Delta,other,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,other
P09823_s7_Dalian,9.68,,,,,,P09823,P09823,Dalian,other,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,other
P10228_R0,,7.51,3.49,,,1.95,P10228,P10228,R0,agricultural,,0,3,,"OCPs,PAHs",soil,A_sample_table,op_only_ready,,agricultural
P10228_R1,,25.83,1.56,,,2.62,P10228,P10228,R1,agricultural,,0,3,,"OCPs,PAHs",soil,A_sample_table,op_only_ready,,agricultural
P10228_R2,,,,,,8.77,P10228,P10228,R2,agricultural,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,agricultural
P10228_S1,,5.15,6.9,,,70.15,P10228,P10228,S1,agricultural,,0,3,,"OCPs,PAHs",soil,A_sample_table,op_only_ready,,agricultural
P10228_S2,,5.8,2.93,,,17.51,P10228,P10228,S2,agricultural,,0,3,,"OCPs,PAHs",soil,A_sample_table,op_only_ready,,agricultural
P10228_S3,,3.64,2.36,,,10.44,P10228,P10228,S3,agricultural,,0,3,,"OCPs,PAHs",soil,A_sample_table,op_only_ready,,agricultural
P10228_S4,,19.82,3.62,,,13.55,P10228,P10228,S4,agricultural,,0,3,,"OCPs,PAHs",soil,A_sample_table,op_only_ready,,agricultural
P10228_S5,,2.4,3.18,,,13.92,P10228,P10228,S5,agricultural,,0,3,,"OCPs,PAHs",soil,A_sample_table,op_only_ready,,agricultural
P10228_S6,,5.96,1.33,,,6.41,P10228,P10228,S6,agricultural,,0,3,,"OCPs,PAHs",soil,A_sample_table,op_only_ready,,agricultural
P10228_S7,,2.62,4.89,,,11.43,P10228,P10228,S7,agricultural,,0,3,,"OCPs,PAHs",soil,A_sample_table,op_only_ready,,agricultural
P10228_S8,,9.19,0.76,,,8.62,P10228,P10228,S8,agricultural,,0,3,,"OCPs,PAHs",soil,A_sample_table,op_only_ready,,agricultural
P10228_S9,,4.54,0.94,,,,P10228,P10228,S9,agricultural,,0,2,,OCPs,soil,A_sample_table,op_only_ready,,agricultural
P10444_s2_Before_SFE,,361.9,,,,,P10444,P10444,Before SFE,other,,0,1,,OCPs,soil,A_sample_table,op_only_ready,,other
P10444_s3_RSD___,,4.9,,,,,P10444,P10444,RSD (%,other,,0,1,,OCPs,soil,A_sample_table,op_only_ready,,other
P10444_s4_After_SFE,,33.7,,,,,P10444,P10444,After SFE,other,,0,1,,OCPs,soil,A_sample_table,op_only_ready,,other
P10444_s5_RSD____,,5.7,,,,,P10444,P10444,RSD (%),other,,0,1,,OCPs,soil,A_sample_table,op_only_ready,,other
P10502_s1_Number_of_samples,,238.0,238.0,,,,P10502,P10502,Number of samples,agricultural,上海,0,2,,OCPs,soil,A_sample_table,op_only_ready,,agricultural
P10502_s2_Min_mg_kg_,,0.001,0.001,,,,P10502,P10502,Min(mg/kg),agricultural,上海,0,2,,OCPs,soil,A_sample_table,op_only_ready,,agricultural
P10502_s3_Max_mg_kg_,,0.067,0.05,,,,P10502,P10502,Max(mg/kg),agricultural,上海,0,2,,OCPs,soil,A_sample_table,op_only_ready,,agricultural
P10502_s4_Average__mg_kg_,,0.008,0.007,,,,P10502,P10502,Average (mg/kg),agricultural,上海,0,2,,OCPs,soil,A_sample_table,op_only_ready,,agricultural
P10502_s5_Standard_deviation_mg_kg_,,0.005,0.006,,,,P10502,P10502,Standard deviation(mg/kg),agricultural,上海,0,2,,OCPs,soil,A_sample_table,op_only_ready,,agricultural
P10502_s6_Detection_rate____,,100.0,100.0,,,,P10502,P10502,Detection rate (%),agricultural,上海,0,2,,OCPs,soil,A_sample_table,op_only_ready,,agricultural
P10502_s7_Coefficient_of_variation_,,66.9,84.2,,,,P10502,P10502,Coefficient of variation (%),agricultural,上海,0,2,,OCPs,soil,A_sample_table,op_only_ready,,agricultural
P10502_s8_Kurtosis,,2.974,43.805,,,,P10502,P10502,Kurtosis,agricultural,上海,0,2,,OCPs,soil,A_sample_table,op_only_ready,,agricultural
P10502_s9_Skewness,,1.406,5.991,,,,P10502,P10502,Skewness,agricultural,上海,0,2,,OCPs,soil,A_sample_table,op_only_ready,,agricultural
P10518_GM,,,,8.19,,,P10518,P10518,GM (smantling region. In another i),e_waste,,0,1,,PBDEs,soil,A_sample_table,op_only_ready,,e_waste
P10518_tr1_Range,,,,14.56,,,P10518,P10518,Range (smantling region. In another i),e_waste,,0,1,,PBDEs,soil,A_sample_table,op_only_ready,,e_waste
P10518_tr3_Range,,,,4.516,,,P10518,P10518,Range (smantling region. In another i),e_waste,,0,1,,PBDEs,soil,A_sample_table,op_only_ready,,e_waste
P10518_tr5_Range,,,,2.153,,,P10518,P10518,Range (smantling region. In another i),e_waste,,0,1,,PBDEs,soil,A_sample_table,op_only_ready,,e_waste
P10518_tr7_Range,,,,0.8885,,,P10518,P10518,Range (smantling region. In another i),e_waste,,0,1,,PBDEs,soil,A_sample_table,op_only_ready,,e_waste
P10735_ERL,100.0,,,,,200.0,P10735,P10735,<ERL (Table 1 SQGs values for PAHs a),other,,0,2,,PAHs,sediment_not_soil,A_sample_table,op_only_ready,sediment_not_soil,other
P10735_TEL,92.5,,,,,177.5,P10735,P10735,<TEL (Table 1 SQGs values for PAHs a),other,,0,2,,PAHs,sediment_not_soil,A_sample_table,op_only_ready,sediment_not_soil,other
P10735_tr7_TELPE,7.5,,,,,22.5,P10735,P10735,TEL-PE (Table 1 SQGs values for PAHs a),other,,0,2,,PAHs,sediment_not_soil,A_sample_table,op_only_ready,sediment_not_soil,other
P11183_tr1_环数,5.0,,,,,17.0,P11183,P11183,环数 (Table3-3 Content of PAHs in so),other,,0,2,,PAHs,soil,A_sample_table,op_only_ready,,other
P11183_tr2_1号范围gkg,471.245,,,,,2158.69,P11183,P11183,（1号） 范围（μg/kg） (Table3-3 Content of PAHs,other,,0,2,,PAHs,soil,A_sample_table,op_only_ready,,other
P11183_tr3_范围ugkg,,,,,,53.61,P11183,P11183,范围（ug/kg） (Table3-3 Content of PAHs in s,other,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,other
P11183_tr4_范围ugkg,14.925,,,,,47.54,P11183,P11183,范围（ug/kg） (Table3-3 Content of PAHs in s,other,,0,2,,PAHs,soil,A_sample_table,op_only_ready,,other
P11183_tr5_旱田范围ugkg,266.235,,,,,715.38,P11183,P11183,（旱田） 范围（ug/kg） (Table3-3 Content of PAHs,other,,0,2,,PAHs,soil,A_sample_table,op_only_ready,,other
P11183_tr6_范围gkg,,,,,,18.56,P11183,P11183,范围（μg/kg） (Table3-3 Content of PAHs in s,other,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,other
P11188_s3_场地,,,,,,100.0,P11188,P11188,场地,other,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,other
P11191_s2__200,,,,,,200.0,P11191,P11191,<200,other,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,petrochemical
P11191_s3_200_600,,,,,,400.0,P11191,P11191,200~600,other,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,petrochemical
P11292_s1_宜兴市,,,,,,16.0,P11292,P11292,宜兴市,agricultural,江苏,0,1,,PAHs,soil,A_sample_table,op_only_ready,,agricultural
P11292_s2_武汉,,,,,,16.0,P11292,P11292,武汉,agricultural,江苏,0,1,,PAHs,soil,A_sample_table,op_only_ready,,agricultural
P11292_s3_北京东南郊区,,,,,,16.0,P11292,P11292,北京东南郊区,agricultural,江苏,0,1,,PAHs,soil,A_sample_table,op_only_ready,,agricultural
P11292_s4_南京市六合区,,,,,,16.0,P11292,P11292,南京市六合区,agricultural,江苏,0,1,,PAHs,soil,A_sample_table,op_only_ready,,agricultural
P11292_s5_南京市栖霞区,,,,,,16.0,P11292,P11292,南京市栖霞区,agricultural,江苏,0,1,,PAHs,soil,A_sample_table,op_only_ready,,agricultural
P11292_s6_苏州市,,,,,,15.0,P11292,P11292,苏州市,agricultural,江苏,0,1,,PAHs,soil,A_sample_table,op_only_ready,,agricultural
P11292_s7_沈抚新城,,,,,,16.0,P11292,P11292,沈抚新城,agricultural,江苏,0,1,,PAHs,soil,A_sample_table,op_only_ready,,agricultural
P11292_s8_本研究,,,,,,15.0,P11292,P11292,本研究,agricultural,江苏,0,1,,PAHs,soil,A_sample_table,op_only_ready,,agricultural
P11292_tr1_平均值mumathrmgcdo,,,,,,9.934,P11292,P11292,平均值 $( \mu \mathrm { g } \cdot \mathrm {,agricultural,江苏,0,1,,PAHs,soil,A_sample_table,op_only_ready,,agricultural
P11292_tr2_标准差,,,,,,6.665,P11292,P11292,标准差 (Table 5-1 Toxic equivalent con),agricultural,江苏,0,1,,PAHs,soil,A_sample_table,op_only_ready,,agricultural
P11292_tr3_本文结果,,,,,,387.265,P11292,P11292,本文结果 (Table 5-4 Toxicity assessment ),agricultural,江苏,0,1,,PAHs,soil,A_sample_table,op_only_ready,,agricultural
P11292_tr3_范围mumathrmgcdot,,,,,,16.325,P11292,P11292,范围 $( \mu \mathrm { g } \cdot \mathrm { ,agricultural,江苏,0,1,,PAHs,soil,A_sample_table,op_only_ready,,agricultural
P11292_tr4_ERL的样品个数,,,,,,29.0,P11292,P11292,<ERL的样 品个数 (Table 5-4 Toxicity assessmen,agricultural,江苏,0,1,,PAHs,soil,A_sample_table,op_only_ready,,agricultural
P11292_tr4_贡献率,,,,,,100.0,P11292,P11292,贡献率 (%) (Table 5-1 Toxic equivalent con),agricultural,江苏,0,1,,PAHs,soil,A_sample_table,op_only_ready,,agricultural
P11292_tr5_ERLERM的样品个数,,,,,,0.0,P11292,P11292,ERL~ERM 的样品个数 (Table 5-4 Toxicity assess,agricultural,江苏,0,1,,PAHs,soil,A_sample_table,op_only_ready,,agricultural
P11292_tr6_ERM的样品个数,,,,,,0.0,P11292,P11292,>ERM的样 品个数 (Table 5-4 Toxicity assessmen,agricultural,江苏,0,1,,PAHs,soil,A_sample_table,op_only_ready,,agricultural
P11361_A,0.3,,,,,231.8,P11361,P11361,A (表2-9荷兰PAHs含量规定相关标准),other,,0,2,,PAHs,soil,A_sample_table,op_only_ready,,other
P11361_B,0.66,,,,,6108.0,P11361,P11361,B (表2-9荷兰PAHs含量规定相关标准),other,,0,2,,PAHs,soil,A_sample_table,op_only_ready,,other
P11361_CV,,,,,,0.68,P11361,P11361,CV (表2-8 香溪消落带土壤16种PAHs含量),other,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,other
P11361_NHL,25.0,,,,,65.0,P11361,P11361,NHL (表2-9荷兰PAHs含量规定相关标准),other,,0,2,,PAHs,soil,A_sample_table,op_only_ready,,other
P11361_NLL,10000.0,,,,,200000.0,P11361,P11361,NLL (表2-9荷兰PAHs含量规定相关标准),other,,0,2,,PAHs,soil,A_sample_table,op_only_ready,,other
P11361_NML,1000.0,,,,,20000.0,P11361,P11361,NML (表2-9荷兰PAHs含量规定相关标准),other,,0,2,,PAHs,soil,A_sample_table,op_only_ready,,other
P11361_s10_孟加拉_沿海地带_136_,,,,,,16.0,P11361,P11361,孟加拉 沿海地带[136],other,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,other
P11361_s1_秦皇岛滨海湿地_127_,,,,,,23.0,P11361,P11361,秦皇岛滨海湿地[127],other,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,other
P11361_s2_珠江口段_128_,,,,,,16.0,P11361,P11361,珠江口段[128],other,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,other
P11361_s3_黄河口段_129_,,,,,,16.0,P11361,P11361,黄河口段[129],other,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,other
P11361_s4_长江湖北段_130_,,,,,,25.0,P11361,P11361,长江湖北段[130],other,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,other
P11361_s5_台湾盐河样带_131_,,,,,,16.0,P11361,P11361,台湾盐河样带[131],other,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,other
P11361_s6_乌鲁木齐市中心_132_,,,,,,16.0,P11361,P11361,乌鲁木齐市中心[132],other,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,other
P11361_s7_黑龙江松嫩平原湖泊_133_,,,,,,16.0,P11361,P11361,黑龙江松嫩平原湖泊[133],other,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,other
P11361_s8_青藏高原达孜湖沉积岩_134_,,,,,,16.0,P11361,P11361,青藏高原达孜湖沉积岩[134],other,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,other
P11361_s9_美国_Sacramento_River_135_,,,,,,16.0,P11361,P11361,美国 Sacramento River[135],other,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,other
P11361_tr1_Minngg,,,,,,95.8,P11361,P11361,Min (ng/g) (表2-8 香溪消落带土壤16种PAHs含量),other,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,other
P11361_tr2_Maxngg,,,,,,1803.74,P11361,P11361,Max (ng/g) (表2-8 香溪消落带土壤16种PAHs含量),other,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,other
P11361_tr3_Meanngg,,,,,,595.79,P11361,P11361,Mean (ng/g) (表2-8 香溪消落带土壤16种PAHs含量),other,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,other
P11442_0,,,,,,1.0,P11442,P11442,0 (Table 4.1 Descriptive statisti),industrial,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,coking
P11442_058,13.87,,,,,57.52,P11442,P11442,0.58 (Table 4.1 Descriptive statisti),industrial,,0,2,,PAHs,soil,A_sample_table,op_only_ready,,coking
P11442_108,1.6,,,,,12.3,P11442,P11442,10.8 (Table 4.1 Descriptive statisti),industrial,,0,2,,PAHs,soil,A_sample_table,op_only_ready,,coking
P11442_124,3.46,,,,,14.46,P11442,P11442,1.24 (Table 4.1 Descriptive statisti),industrial,,0,2,,PAHs,soil,A_sample_table,op_only_ready,,coking
P11442_142,5.7,,,,,33.1,P11442,P11442,14.2 (Table 4.1 Descriptive statisti),industrial,,0,2,,PAHs,soil,A_sample_table,op_only_ready,,coking
P11442_168,3.8,,,,,22.7,P11442,P11442,16.8 (Table 4.1 Descriptive statisti),industrial,,0,2,,PAHs,soil,A_sample_table,op_only_ready,,coking
P11442_209,0.47,,,,,2.8200000000000003,P11442,P11442,2.09 (Table 4.1 Descriptive statisti),industrial,,0,2,,PAHs,soil,A_sample_table,op_only_ready,,coking
P11442_568,36.0,,,,,200.2,P11442,P11442,56.8 (Table 4.1 Descriptive statisti),industrial,,0,2,,PAHs,soil,A_sample_table,op_only_ready,,coking
P11442_70,1.5,,,,,47.5,P11442,P11442,70 (Table 4.1 Descriptive statisti),industrial,,0,2,,PAHs,soil,A_sample_table,op_only_ready,,coking
P11442_700,15.0,,,,,468.0,P11442,P11442,700 (Table 4.1 Descriptive statisti),industrial,,0,2,,PAHs,soil,A_sample_table,op_only_ready,,coking
P11442_94,94.0,,,,,470.0,P11442,P11442,94 (Table 4.1 Descriptive statisti),industrial,,0,2,,PAHs,soil,A_sample_table,op_only_ready,,coking
