sample_id,x_measured_,x_measured_Ace_ngg,x_measured_Acy_ngg,x_measured_Ane_ngg,x_measured_Ant_ngg,x_measured_Any_ngg,x_measured_Atrazine_ngg,x_measured_BBP_ngg,x_measured_BaA_ngg,x_measured_BaP_ngg,x_measured_Baa_ngg,x_measured_BbF_ngg,x_measured_Bbf_ngg,x_measured_BghiP_ngg,x_measured_Bgp_ngg,x_measured_BkF_ngg,x_measured_Bkf_ngg,x_measured_CEC_cmolkg,x_measured_CTC,x_measured_CTC_ngg,x_measured_Chlorobenzilate_ngg,x_measured_Chr_ngg,x_measured_Clay_pct,x_measured_Co_mgkg,x_measured_DBP_ngg,x_measured_DEHP_ngg,x_measured_DEP_ngg,x_measured_DMP_ngg,x_measured_DNOP_ngg,x_measured_DahA_ngg,x_measured_DiBP_ngg,x_measured_Dicofol_ngg,x_measured_EC_uScm,x_measured_ENRO,x_measured_ENRO_ngg,x_measured_Endosulfan,x_measured_Endosulfan_ngg,x_measured_Fe_mgkg,x_measured_Fla_ngg,x_measured_Fle_ngg,x_measured_Flt_ngg,x_measured_Flu_ngg,x_measured_HCB_ngg,x_measured_HM_total,x_measured_Heptachlor_ngg,x_measured_IcdP_ngg,x_measured_Ind_ngg,x_measured_Mn_mgkg,x_measured_N/A,x_measured_Nap_ngg,x_measured_OCP_total,x_measured_OC_pct,x_measured_OM_pct,x_measured_OPEs_ngg,x_measured_OP_total,x_measured_OTC,x_measured_OTC_ngg,x_measured_PCB101_ngg,x_measured_PCB138_ngg,x_measured_PCB153_ngg,x_measured_PCB180_ngg,x_measured_PCB28_ngg,x_measured_PCB52_ngg,x_measured_Phe_ngg,x_measured_Pyr_ngg,x_measured_SDZ,x_measured_SDZ_ngg,x_measured_SKIP,x_measured_SMZ,x_measured_SMZ_ngg,x_measured_Sand_pct,x_measured_Silt_pct,x_measured_SumDDT_ngg,x_measured_SumEndosulfan_ngg,x_measured_SumHCH_ngg,x_measured_SumOCP_ngg,x_measured_SumPAE,x_measured_SumPAE_ngg,x_measured_SumPBDE_ngg,x_measured_SumPCB_ngg,x_measured_Sum_PAH_ngg,x_measured_TotalPHC_mgkg,x_measured_V_mgkg,x_measured_none,"x_measured_o, p′-DDD_ngg","x_measured_o, p′-DDE_ngg","x_measured_o, p′-DDT_ngg","x_measured_p, p′-DDD_ngg","x_measured_p, p′-DDE_ngg","x_measured_p, p′-DDT_ngg",x_measured_pH,x_measured_skip,x_measured_α-HCH_ngg,x_measured_γ-HCH_ngg,x_measured_δ-HCH_ngg,x_measured_正文仅min-max范围无采样点级数值,source_id,paper_id,matrix,site_type,province,n_hm,n_op,latitude,longitude,audit_flag,x_measured_SumPFAS_ngg,data_version
Soil’s Hidden Power- The Stable Soil Organic Carbo_Soil’s Hidden Power- The Stable Soil Organic Carbo_MAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.235,0.235,,,,,,,,,,,,,,,,,Soil’s Hidden Power- The Stable Soil Organic Carbo,Soil’s Hidden Power- The Stable Soil Organic Carbo,soil,,,0,2,,,single_point,,v2_trusted_augmented_20260715
Soil’s Hidden Power- The Stable Soil Organic Carbo_Soil’s Hidden Power- The Stable Soil Organic Carbo_MRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.647,0.647,,,,,,,,,,,,,,,,,Soil’s Hidden Power- The Stable Soil Organic Carbo,Soil’s Hidden Power- The Stable Soil Organic Carbo,soil,,,0,2,,,single_point,,v2_trusted_augmented_20260715
Soil’s Hidden Power- The Stable Soil Organic Carbo_Soil’s Hidden Power- The Stable Soil Organic Carbo_Number_of_hidden_layer_units*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.388,0.388,,,,,,,,,,,,,,,,,Soil’s Hidden Power- The Stable Soil Organic Carbo,Soil’s Hidden Power- The Stable Soil Organic Carbo,soil,,,0,2,,,single_point,,v2_trusted_augmented_20260715
Soil’s Hidden Power- The Stable Soil Organic Carbo_Soil’s Hidden Power- The Stable Soil Organic Carbo_Pakistan³3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9250.0,,,,,,,975.5,,,,,,,,,,,,,,,,,Soil’s Hidden Power- The Stable Soil Organic Carbo,Soil’s Hidden Power- The Stable Soil Organic Carbo,soil,,,0,2,,,single_point,,v2_trusted_augmented_20260715
Soil’s Hidden Power- The Stable Soil Organic Carbo_Soil’s Hidden Power- The Stable Soil Organic Carbo_Peru-Andes37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,835.0,,,,,,,,,,,,,,,,,,,,,,Soil’s Hidden Power- The Stable Soil Organic Carbo,Soil’s Hidden Power- The Stable Soil Organic Carbo,soil,,,0,1,,,single_point,,v2_trusted_augmented_20260715
Soil’s Hidden Power- The Stable Soil Organic Carbo_Soil’s Hidden Power- The Stable Soil Organic Carbo_PolarRegions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3834.5,,10099.5,63051.8,,,27.08,748.05,,,,,,,,,,,,,,,,,Soil’s Hidden Power- The Stable Soil Organic Carbo,Soil’s Hidden Power- The Stable Soil Organic Carbo,soil,,,0,5,,,single_point,,v2_trusted_augmented_20260715
"Soil’s Hidden Power- The Stable Soil Organic Carbo_Soil’s Hidden Power- The Stable Soil Organic Carbo_Pyrenees,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460.0,,180.0,223.5,,,,,,,,,,,,,,,,,,,,,Soil’s Hidden Power- The Stable Soil Organic Carbo,Soil’s Hidden Power- The Stable Soil Organic Carbo,soil,,,0,3,,,single_point,,v2_trusted_augmented_20260715
Soil’s Hidden Power- The Stable Soil Organic Carbo_Soil’s Hidden Power- The Stable Soil Organic Carbo_RMSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.336,0.336,,,,,,,,,,,,,,,,,Soil’s Hidden Power- The Stable Soil Organic Carbo,Soil’s Hidden Power- The Stable Soil Organic Carbo,soil,,,0,2,,,single_point,,v2_trusted_augmented_20260715
Soil’s Hidden Power- The Stable Soil Organic Carbo_Soil’s Hidden Power- The Stable Soil Organic Carbo_Russia46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.0,,,,,,,,,,,,,,,,,Soil’s Hidden Power- The Stable Soil Organic Carbo,Soil’s Hidden Power- The Stable Soil Organic Carbo,soil,,,0,1,,,single_point,,v2_trusted_augmented_20260715
Soil’s Hidden Power- The Stable Soil Organic Carbo_Soil’s Hidden Power- The Stable Soil Organic Carbo_S1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Soil’s Hidden Power- The Stable Soil Organic Carbo,Soil’s Hidden Power- The Stable Soil Organic Carbo,soil,,,0,1,,,single_point,,v2_trusted_augmented_20260715
Soil’s Hidden Power- The Stable Soil Organic Carbo_Soil’s Hidden Power- The Stable Soil Organic Carbo_S10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Soil’s Hidden Power- The Stable Soil Organic Carbo,Soil’s Hidden Power- The Stable Soil Organic Carbo,soil,,,0,1,,,single_point,,v2_trusted_augmented_20260715
Soil’s Hidden Power- The Stable Soil Organic Carbo_Soil’s Hidden Power- The Stable Soil Organic Carbo_S11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Soil’s Hidden Power- The Stable Soil Organic Carbo,Soil’s Hidden Power- The Stable Soil Organic Carbo,soil,,,0,1,,,single_point,,v2_trusted_augmented_20260715
Soil’s Hidden Power- The Stable Soil Organic Carbo_Soil’s Hidden Power- The Stable Soil Organic Carbo_S2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Soil’s Hidden Power- The Stable Soil Organic Carbo,Soil’s Hidden Power- The Stable Soil Organic Carbo,soil,,,0,1,,,single_point,,v2_trusted_augmented_20260715
Soil’s Hidden Power- The Stable Soil Organic Carbo_Soil’s Hidden Power- The Stable Soil Organic Carbo_S3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Soil’s Hidden Power- The Stable Soil Organic Carbo,Soil’s Hidden Power- The Stable Soil Organic Carbo,soil,,,0,1,,,single_point,,v2_trusted_augmented_20260715
Soil’s Hidden Power- The Stable Soil Organic Carbo_Soil’s Hidden Power- The Stable Soil Organic Carbo_S4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Soil’s Hidden Power- The Stable Soil Organic Carbo,Soil’s Hidden Power- The Stable Soil Organic Carbo,soil,,,0,1,,,single_point,,v2_trusted_augmented_20260715
Soil’s Hidden Power- The Stable Soil Organic Carbo_Soil’s Hidden Power- The Stable Soil Organic Carbo_S5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Soil’s Hidden Power- The Stable Soil Organic Carbo,Soil’s Hidden Power- The Stable Soil Organic Carbo,soil,,,0,2,,,single_point,,v2_trusted_augmented_20260715
Soil’s Hidden Power- The Stable Soil Organic Carbo_Soil’s Hidden Power- The Stable Soil Organic Carbo_S6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Soil’s Hidden Power- The Stable Soil Organic Carbo,Soil’s Hidden Power- The Stable Soil Organic Carbo,soil,,,0,1,,,single_point,,v2_trusted_augmented_20260715
Soil’s Hidden Power- The Stable Soil Organic Carbo_Soil’s Hidden Power- The Stable Soil Organic Carbo_S7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Soil’s Hidden Power- The Stable Soil Organic Carbo,Soil’s Hidden Power- The Stable Soil Organic Carbo,soil,,,0,1,,,single_point,,v2_trusted_augmented_20260715
Soil’s Hidden Power- The Stable Soil Organic Carbo_Soil’s Hidden Power- The Stable Soil Organic Carbo_S8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Soil’s Hidden Power- The Stable Soil Organic Carbo,Soil’s Hidden Power- The Stable Soil Organic Carbo,soil,,,0,1,,,single_point,,v2_trusted_augmented_20260715
Soil’s Hidden Power- The Stable Soil Organic Carbo_Soil’s Hidden Power- The Stable Soil Organic Carbo_S9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Soil’s Hidden Power- The Stable Soil Organic Carbo,Soil’s Hidden Power- The Stable Soil Organic Carbo,soil,,,0,1,,,single_point,,v2_trusted_augmented_20260715
Soil’s Hidden Power- The Stable Soil Organic Carbo_Soil’s Hidden Power- The Stable Soil Organic Carbo_Scotland49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5620.0,,,,,,,7735.0,,,,,,,,,,,,,,,,,Soil’s Hidden Power- The Stable Soil Organic Carbo,Soil’s Hidden Power- The Stable Soil Organic Carbo,soil,,,0,2,,,single_point,,v2_trusted_augmented_20260715
Soil’s Hidden Power- The Stable Soil Organic Carbo_Soil’s Hidden Power- The Stable Soil Organic Carbo_SierraLeone18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21870.0,,,,,,,50.6,,,,,,,,,,,,,,,,,Soil’s Hidden Power- The Stable Soil Organic Carbo,Soil’s Hidden Power- The Stable Soil Organic Carbo,soil,,,0,2,,,single_point,,v2_trusted_augmented_20260715
"Soil’s Hidden Power- The Stable Soil Organic Carbo_Soil’s Hidden Power- The Stable Soil Organic Carbo_Soils_collectedin_Tibet,_$\mathbf_{_\mathrm_{_C_h_i_n_a_}_^_{_1_4_}_}$",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548.0,,3854.5,455.5,,,,,,,,,,,,,,,,,,,,,Soil’s Hidden Power- The Stable Soil Organic Carbo,Soil’s Hidden Power- The Stable Soil Organic Carbo,soil,,,0,3,,,single_point,,v2_trusted_augmented_20260715
Soil’s Hidden Power- The Stable Soil Organic Carbo_Soil’s Hidden Power- The Stable Soil Organic Carbo_Swiss48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5250.0,,,,,,,,,,,,,,,,,,,,,,,,Soil’s Hidden Power- The Stable Soil Organic Carbo,Soil’s Hidden Power- The Stable Soil Organic Carbo,soil,,,0,1,,,single_point,,v2_trusted_augmented_20260715
Soil’s Hidden Power- The Stable Soil Organic Carbo_Soil’s Hidden Power- The Stable Soil Organic Carbo_TS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592.0,,919.0,,,,,,,,,,,,,,,,,,,,,,Soil’s Hidden Power- The Stable Soil Organic Carbo,Soil’s Hidden Power- The Stable Soil Organic Carbo,soil,,,0,2,,,single_point,,v2_trusted_augmented_20260715
Soil’s Hidden Power- The Stable Soil Organic Carbo_Soil’s Hidden Power- The Stable Soil Organic Carbo_TS10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,565.0,,193.0,,,,,,,,,,,,,,,,,,,,,,Soil’s Hidden Power- The Stable Soil Organic Carbo,Soil’s Hidden Power- The Stable Soil Organic Carbo,soil,,,0,2,,,single_point,,v2_trusted_augmented_20260715
Soil’s Hidden Power- The Stable Soil Organic Carbo_Soil’s Hidden Power- The Stable Soil Organic Carbo_TS11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.0,,302.0,,,,,,,,,,,,,,,,,,,,,,Soil’s Hidden Power- The Stable Soil Organic Carbo,Soil’s Hidden Power- The Stable Soil Organic Carbo,soil,,,0,2,,,single_point,,v2_trusted_augmented_20260715
Soil’s Hidden Power- The Stable Soil Organic Carbo_Soil’s Hidden Power- The Stable Soil Organic Carbo_TS12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497.0,,513.0,,,,,,,,,,,,,,,,,,,,,,Soil’s Hidden Power- The Stable Soil Organic Carbo,Soil’s Hidden Power- The Stable Soil Organic Carbo,soil,,,0,2,,,single_point,,v2_trusted_augmented_20260715
Soil’s Hidden Power- The Stable Soil Organic Carbo_Soil’s Hidden Power- The Stable Soil Organic Carbo_TS13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.0,,438.0,,,,,,,,,,,,,,,,,,,,,,Soil’s Hidden Power- The Stable Soil Organic Carbo,Soil’s Hidden Power- The Stable Soil Organic Carbo,soil,,,0,2,,,single_point,,v2_trusted_augmented_20260715
Soil’s Hidden Power- The Stable Soil Organic Carbo_Soil’s Hidden Power- The Stable Soil Organic Carbo_TS14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.0,,483.0,,,,,,,,,,,,,,,,,,,,,,Soil’s Hidden Power- The Stable Soil Organic Carbo,Soil’s Hidden Power- The Stable Soil Organic Carbo,soil,,,0,2,,,single_point,,v2_trusted_augmented_20260715
Soil’s Hidden Power- The Stable Soil Organic Carbo_Soil’s Hidden Power- The Stable Soil Organic Carbo_TS15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441.0,,379.0,,,,,,,,,,,,,,,,,,,,,,Soil’s Hidden Power- The Stable Soil Organic Carbo,Soil’s Hidden Power- The Stable Soil Organic Carbo,soil,,,0,2,,,single_point,,v2_trusted_augmented_20260715
Soil’s Hidden Power- The Stable Soil Organic Carbo_Soil’s Hidden Power- The Stable Soil Organic Carbo_TS16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,962.0,,91.4,,,,,,,,,,,,,,,,,,,,,,Soil’s Hidden Power- The Stable Soil Organic Carbo,Soil’s Hidden Power- The Stable Soil Organic Carbo,soil,,,0,2,,,single_point,,v2_trusted_augmented_20260715
Soil’s Hidden Power- The Stable Soil Organic Carbo_Soil’s Hidden Power- The Stable Soil Organic Carbo_TS17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.0,,143.0,,,,,,,,,,,,,,,,,,,,,,Soil’s Hidden Power- The Stable Soil Organic Carbo,Soil’s Hidden Power- The Stable Soil Organic Carbo,soil,,,0,2,,,single_point,,v2_trusted_augmented_20260715
Soil’s Hidden Power- The Stable Soil Organic Carbo_Soil’s Hidden Power- The Stable Soil Organic Carbo_TS18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403.0,,437.0,,,,,,,,,,,,,,,,,,,,,,Soil’s Hidden Power- The Stable Soil Organic Carbo,Soil’s Hidden Power- The Stable Soil Organic Carbo,soil,,,0,2,,,single_point,,v2_trusted_augmented_20260715
Soil’s Hidden Power- The Stable Soil Organic Carbo_Soil’s Hidden Power- The Stable Soil Organic Carbo_TS19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,647.0,,470.0,,,,,,,,,,,,,,,,,,,,,,Soil’s Hidden Power- The Stable Soil Organic Carbo,Soil’s Hidden Power- The Stable Soil Organic Carbo,soil,,,0,2,,,single_point,,v2_trusted_augmented_20260715
Soil’s Hidden Power- The Stable Soil Organic Carbo_Soil’s Hidden Power- The Stable Soil Organic Carbo_TS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,766.0,,95.4,,,,,,,,,,,,,,,,,,,,,,Soil’s Hidden Power- The Stable Soil Organic Carbo,Soil’s Hidden Power- The Stable Soil Organic Carbo,soil,,,0,2,,,single_point,,v2_trusted_augmented_20260715
Soil’s Hidden Power- The Stable Soil Organic Carbo_Soil’s Hidden Power- The Stable Soil Organic Carbo_TS20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.0,,360.0,,,,,,,,,,,,,,,,,,,,,,Soil’s Hidden Power- The Stable Soil Organic Carbo,Soil’s Hidden Power- The Stable Soil Organic Carbo,soil,,,0,2,,,single_point,,v2_trusted_augmented_20260715
Soil’s Hidden Power- The Stable Soil Organic Carbo_Soil’s Hidden Power- The Stable Soil Organic Carbo_TS21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,,128.0,554.0,,,,,,,,,,,,,,,,,,,,,Soil’s Hidden Power- The Stable Soil Organic Carbo,Soil’s Hidden Power- The Stable Soil Organic Carbo,soil,,,0,3,,,single_point,,v2_trusted_augmented_20260715
Soil’s Hidden Power- The Stable Soil Organic Carbo_Soil’s Hidden Power- The Stable Soil Organic Carbo_TS22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.0,,47.4,767.0,,,,,,,,,,,,,,,,,,,,,Soil’s Hidden Power- The Stable Soil Organic Carbo,Soil’s Hidden Power- The Stable Soil Organic Carbo,soil,,,0,3,,,single_point,,v2_trusted_augmented_20260715
Soil’s Hidden Power- The Stable Soil Organic Carbo_Soil’s Hidden Power- The Stable Soil Organic Carbo_TS3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.0,,75.2,,,,,,,,,,,,,,,,,,,,,,Soil’s Hidden Power- The Stable Soil Organic Carbo,Soil’s Hidden Power- The Stable Soil Organic Carbo,soil,,,0,2,,,single_point,,v2_trusted_augmented_20260715
Soil’s Hidden Power- The Stable Soil Organic Carbo_Soil’s Hidden Power- The Stable Soil Organic Carbo_TS4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,808.0,,528.0,,,,,,,,,,,,,,,,,,,,,,Soil’s Hidden Power- The Stable Soil Organic Carbo,Soil’s Hidden Power- The Stable Soil Organic Carbo,soil,,,0,2,,,single_point,,v2_trusted_augmented_20260715
Soil’s Hidden Power- The Stable Soil Organic Carbo_Soil’s Hidden Power- The Stable Soil Organic Carbo_TS5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.0,,399.0,,,,,,,,,,,,,,,,,,,,,,Soil’s Hidden Power- The Stable Soil Organic Carbo,Soil’s Hidden Power- The Stable Soil Organic Carbo,soil,,,0,2,,,single_point,,v2_trusted_augmented_20260715
Soil’s Hidden Power- The Stable Soil Organic Carbo_Soil’s Hidden Power- The Stable Soil Organic Carbo_TS6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,769.0,,525.0,,,,,,,,,,,,,,,,,,,,,,Soil’s Hidden Power- The Stable Soil Organic Carbo,Soil’s Hidden Power- The Stable Soil Organic Carbo,soil,,,0,2,,,single_point,,v2_trusted_augmented_20260715
Soil’s Hidden Power- The Stable Soil Organic Carbo_Soil’s Hidden Power- The Stable Soil Organic Carbo_TS7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437.0,,,,,,,,,,,,,,,,,,,,,,Soil’s Hidden Power- The Stable Soil Organic Carbo,Soil’s Hidden Power- The Stable Soil Organic Carbo,soil,,,0,1,,,single_point,,v2_trusted_augmented_20260715
Soil’s Hidden Power- The Stable Soil Organic Carbo_Soil’s Hidden Power- The Stable Soil Organic Carbo_TS8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725.0,,945.0,,,,,,,,,,,,,,,,,,,,,,Soil’s Hidden Power- The Stable Soil Organic Carbo,Soil’s Hidden Power- The Stable Soil Organic Carbo,soil,,,0,2,,,single_point,,v2_trusted_augmented_20260715
Soil’s Hidden Power- The Stable Soil Organic Carbo_Soil’s Hidden Power- The Stable Soil Organic Carbo_TS9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.0,,119.0,,,,,,,,,,,,,,,,,,,,,,Soil’s Hidden Power- The Stable Soil Organic Carbo,Soil’s Hidden Power- The Stable Soil Organic Carbo,soil,,,0,2,,,single_point,,v2_trusted_augmented_20260715
Soil’s Hidden Power- The Stable Soil Organic Carbo_Soil’s Hidden Power- The Stable Soil Organic Carbo_Tatras_47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2800.0,,18710.0,465.0,,,,,,,,,,,,,,,,,,,,,Soil’s Hidden Power- The Stable Soil Organic Carbo,Soil’s Hidden Power- The Stable Soil Organic Carbo,soil,,,0,3,,,single_point,,v2_trusted_augmented_20260715
Soil’s Hidden Power- The Stable Soil Organic Carbo_Soil’s Hidden Power- The Stable Soil Organic Carbo_UK_andNorway_39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48463.0,,400.0,7808.0,,,,6032.5,,,,,,,,,,,,,,,,,Soil’s Hidden Power- The Stable Soil Organic Carbo,Soil’s Hidden Power- The Stable Soil Organic Carbo,soil,,,0,4,,,single_point,,v2_trusted_augmented_20260715
Soil’s Hidden Power- The Stable Soil Organic Carbo_Soil’s Hidden Power- The Stable Soil Organic Carbo_Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50025.0,61025.0,,,,,,,,,,,,,,,,,Soil’s Hidden Power- The Stable Soil Organic Carbo,Soil’s Hidden Power- The Stable Soil Organic Carbo,soil,,,0,2,,,single_point,,v2_trusted_augmented_20260715
Soil’s Hidden Power- The Stable Soil Organic Carbo_Soil’s Hidden Power- The Stable Soil Organic Carbo_col7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32,0.32,,,,,,,,,,,,,,,,,Soil’s Hidden Power- The Stable Soil Organic Carbo,Soil’s Hidden Power- The Stable Soil Organic Carbo,soil,,,0,2,,,single_point,,v2_trusted_augmented_20260715
Soil’s Hidden Power- The Stable Soil Organic Carbo_Soil’s Hidden Power- The Stable Soil Organic Carbo_col8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.336,0.336,,,,,,,,,,,,,,,,,Soil’s Hidden Power- The Stable Soil Organic Carbo,Soil’s Hidden Power- The Stable Soil Organic Carbo,soil,,,0,2,,,single_point,,v2_trusted_augmented_20260715
